sample_index,logit_fixed_raw,logit,latency_us
0,-3120,-3.046875,4233.665
1,-3264,-3.1875,4253.182
2,-3120,-3.046875,4259.644
3,-3264,-3.1875,4254.544
4,-3264,-3.1875,4261.247
5,-3120,-3.046875,4262.399
6,-3120,-3.046875,4269.002
7,-3120,-3.046875,4259.103
8,-3120,-3.046875,4259.875
9,-3120,-3.046875,5279.091
10,-3120,-3.046875,4259.624
11,-3120,-3.046875,4269.192
12,-3120,-3.046875,4270.956
13,-3120,-3.046875,4260.716
14,-3120,-3.046875,4254.484
15,-3120,-3.046875,4262.149
16,-3120,-3.046875,4257.931
17,-3120,-3.046875,4262.339
18,-3120,-3.046875,4239.175
19,-3120,-3.046875,4317.603
20,-3120,-3.046875,4267.539
21,-3120,-3.046875,4314.729
22,-3120,-3.046875,4267.99
23,-3120,-3.046875,4301.002
24,-3120,-3.046875,4325.939
25,-3120,-3.046875,4274.422
26,-3120,-3.046875,4319.988
27,-3120,-3.046875,4311.322
28,-3120,-3.046875,4515.668
29,-3120,-3.046875,4269.242
30,-3120,-3.046875,4264.353
31,-3120,-3.046875,4242.442
32,-3264,-3.1875,4264.913
33,-3120,-3.046875,4250.998
34,-3120,-3.046875,4262.95
35,-3120,-3.046875,4258.371
36,-3120,-3.046875,4234.326
37,-3264,-3.1875,4260.346
38,-3120,-3.046875,4259.083
39,-3120,-3.046875,4261.898
40,-3120,-3.046875,4262.029
41,-3264,-3.1875,4265.966
42,-3120,-3.046875,5289.191
43,-3264,-3.1875,4260.255
44,-3120,-3.046875,4262.981
45,-3120,-3.046875,4256.338
46,-3120,-3.046875,4256.498
47,-3120,-3.046875,4271.145
