idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,-0.52880859375,-0.5625,0.03369140625,0.06371191135734072
1,0,-0.999755859375,-0.6875,0.312255859375,0.31233211233211233
2,0,-1.361572265625,-0.765625,0.595947265625,0.43769051461359154
3,0,-0.800048828125,-0.453125,0.346923828125,0.4336283185840708
4,0,-0.3720703125,-0.5625,0.1904296875,0.5118110236220472
5,0,0.35400390625,0.25,0.10400390625,0.29379310344827586
6,0,-0.46826171875,-0.390625,0.07763671875,0.16579770594369134
7,0,1.131103515625,1.078125,0.052978515625,0.04683790200733866
8,0,0.094482421875,-0.09375,0.188232421875,1.9922480620155039
9,0,-1.244140625,-0.6875,0.556640625,0.4474097331240188
10,0,0.106201171875,0.125,0.018798828125,0.17701149425287357
11,0,-0.515380859375,-0.28125,0.234130859375,0.4542870677404074
12,0,-1.017333984375,-0.671875,0.345458984375,0.3395728341732661
13,0,0.87744140625,0.796875,0.08056640625,0.09181969949916527
14,0,0.210205078125,0.0625,0.147705078125,0.70267131242741
15,0,0.714599609375,0.65625,0.058349609375,0.08165357020840451
16,0,0.018310546875,-0.125,0.143310546875,7.826666666666667
17,0,-0.37744140625,-0.359375,0.01806640625,0.047865459249676584
18,0,-0.9775390625,-0.828125,0.1494140625,0.15284715284715283
19,0,0.84228515625,0.796875,0.04541015625,0.05391304347826087
20,0,0.683837890625,0.703125,0.019287109375,0.02820421278114959
21,0,-0.37841796875,-0.078125,0.30029296875,0.7935483870967742
22,0,-1.533447265625,-1.78125,0.247802734375,0.16159847158095844
23,0,0.506103515625,0.296875,0.209228515625,0.41341051616015434
24,1,1.805419921875,1.859375,0.053955078125,0.029885057471264367
25,1,1.440673828125,1.375,0.065673828125,0.045585493984070496
26,1,3.203369140625,3.34375,0.140380859375,0.043822879353707794
27,1,1.476806640625,1.203125,0.273681640625,0.18531988758472476
28,1,1.73876953125,1.796875,0.05810546875,0.03341757933164841
29,1,2.734130859375,2.84375,0.109619140625,0.04009286543441379
30,1,2.683349609375,2.875,0.191650390625,0.07142207260485853
31,1,3.16015625,2.875,0.28515625,0.09023485784919653
32,1,1.548828125,1.53125,0.017578125,0.011349306431273645
33,1,3.191650390625,2.96875,0.222900390625,0.06983859863841506
34,1,4.047607421875,4.140625,0.093017578125,0.022980879425779602
35,1,0.9814453125,0.859375,0.1220703125,0.12437810945273632
36,1,2.348876953125,2.71875,0.369873046875,0.1574680386654194
37,1,1.03466796875,0.984375,0.05029296875,0.048607833883907506
38,1,1.867919921875,1.71875,0.149169921875,0.07985884198144033
39,1,3.197021484375,2.953125,0.243896484375,0.07628865979381444
40,1,0.433837890625,0.265625,0.168212890625,0.38773213280810354
41,1,1.437255859375,1.53125,0.093994140625,0.06539833531510107
42,1,1.053466796875,1.0,0.053466796875,0.0507531865585168
43,1,1.664306640625,1.703125,0.038818359375,0.023324042834091244
44,1,1.90087890625,2.0,0.09912109375,0.05214487541741587
45,1,1.684814453125,1.671875,0.012939453125,0.007680046370091291
46,1,2.435791015625,2.703125,0.267333984375,0.10975243059035782
47,1,3.55322265625,3.34375,0.20947265625,0.05895286519169988
