_bitstream_dir,_dataset_id,app_id,app_name,batch_id,bitstream_path,bram_count,class_label,class_name,config_global,config_local,dsp_count,ff_count,file_hash,floorplan_id,lut_count,notes,ro_count,sample_id,shell_id,source_type,timing_status,tool_version,validation_status,variant_id
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,A03,multitenancy_aes,BENIGN_FP00,config_002/vfpga_c002_0.bin,0,0,benign,2,2,0,0,182d6b6c8353118addede4225de32c9e25b2fbb912108aaab5e9455126d5dcc2,FP00,0,,0,it1_B002,0ef56b64,base,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,A04,user_interrupts,BENIGN_FP00,config_003/vfpga_c003_0.bin,0,0,benign,3,3,0,0,ea2b8e9013a38014275bd94c544f63547a60c2e352100eeea9fb05542207d010,FP00,0,,0,it1_B003,0ef56b64,base,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,A05,perf_fpga,BENIGN_FP00,config_004/vfpga_c004_0.bin,0,0,benign,4,4,0,0,6e29e4dea2b787d3bf245347a9a78557a4ee8ed7e0640b93b369a3ad9ba445d9,FP00,0,,0,it1_B004,0ef56b64,base,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,A06,multithreading_aes,BENIGN_FP00,config_005/vfpga_c005_0.bin,0,0,benign,5,5,0,0,cc1671dd7219d471353d9284fc4c1380c6dfcc39b49f75019b6735fded01434c,FP00,0,,0,it1_B005,0ef56b64,base,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,A07,euclidean,BENIGN_FP00,config_006/vfpga_c006_0.bin,0,0,benign,6,6,0,0,b74416094a17626a0972bd007b68d9d2ad23cd733d18ada77ae2f79ec60e6658,FP00,0,,0,it1_B006,0ef56b64,base,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,V01,hello_world_nodbg,BENIGN_FP00,config_008/vfpga_c008_0.bin,0,0,benign,8,8,0,0,dabfe1c589d1d8432d0942a67b0529812f9a945cf774ed06bc1ccf2a304cef92,FP00,0,,0,it1_B008,0ef56b64,nodbg,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,V02,hls_vadd_nodbg,BENIGN_FP00,config_009/vfpga_c009_0.bin,0,0,benign,9,9,0,0,006fd271b6c69d4943fa2d7d3181c09896929cf798d6748f235359451f63b41b,FP00,0,,0,it1_B009,0ef56b64,nodbg,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,V03,multitenancy_aes_nodbg,BENIGN_FP00,config_010/vfpga_c010_0.bin,0,0,benign,10,10,0,0,0ec817f644a6c2fccb4f88067f35bb88baa6c7183ac60863e164c89556ef08f5,FP00,0,,0,it1_B010,0ef56b64,nodbg,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,V04,user_interrupts_nodbg,BENIGN_FP00,config_011/vfpga_c011_0.bin,0,0,benign,11,11,0,0,c589e0a70ff7bbb5772a1eb641603d19cc3563613cca7d35faee23599e33410f,FP00,0,,0,it1_B011,0ef56b64,nodbg,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,V05,perf_fpga_nodbg,BENIGN_FP00,config_012/vfpga_c012_0.bin,0,0,benign,12,12,0,0,afc9b9da0d5e502df0a60c2f8783963ef78747619be8cfca1d7d5fdaf9678a66,FP00,0,,0,it1_B012,0ef56b64,nodbg,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,V06,multithreading_aes_nodbg,BENIGN_FP00,config_013/vfpga_c013_0.bin,0,0,benign,13,13,0,0,741f3eea9b21cab512a881eae2544137205ce181ada581552dce6488e8d622b4,FP00,0,,0,it1_B013,0ef56b64,nodbg,PENDING,Vivado v.2024.2,PENDING,benign
/home/sdeheredia/coyote_vault_work/full_dataset_it1_2026-04-01_production/bitstreams,it1,A01,hello_world,BENIGN_FP01,config_015/vfpga_c015_0.bin,0,0,benign,15,0,0,0,11bc32a739670f5986c3aa3b817a8c3d37fb47ecbbeec310b401717192134a9b,FP01,0,,0,it1_B015,0ef56b64,base,PENDING,Vivado v.2024.2,PENDING,benign
