epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.695270,0.693830,0.693830,0.654889,0.732772,0.250341,0.500000,0.500000,0.000000,0.000000,0.907118,0.929083,0.000000,0.000000,0.019462,0.480500,0.480575,0.480540,0.854167,0.851064,0.693836,0.693836,0.654906,0.732766,0.250344,0.500000,0.500000,0.000000,0.000000,0.890625,0.908575,0.000000,0.000000,0.019457,0.480509,0.480578,0.480536,0.833333,0.840000
2,0.694106,0.693509,0.693509,0.663312,0.723705,0.250181,0.500000,0.500000,0.000000,0.000000,0.920139,0.938594,0.000000,0.000000,0.015095,0.484858,0.484952,0.484917,0.875000,0.863636,0.693513,0.693513,0.663330,0.723697,0.250183,0.500000,0.500000,0.000000,0.000000,0.916667,0.928592,0.000000,0.000000,0.015089,0.484867,0.484956,0.484910,0.854167,0.851064
3,0.693741,0.693235,0.693235,0.671353,0.715117,0.250044,0.500000,0.500000,0.000000,0.000000,0.925347,0.942918,0.000000,0.000000,0.010941,0.488983,0.489135,0.489070,0.875000,0.863636,0.693239,0.693239,0.671371,0.715107,0.250046,0.500000,0.500000,0.000000,0.000000,0.913194,0.926905,0.000000,0.000000,0.010934,0.488992,0.489140,0.489031,0.875000,0.884615
4,0.694083,0.693473,0.693473,0.664888,0.722059,0.250163,0.500000,0.500000,0.000000,0.000000,0.934028,0.949524,0.000000,0.000000,0.014290,0.485669,0.485751,0.485716,0.875000,0.863636,0.693479,0.693479,0.664911,0.722048,0.250166,0.500000,0.500000,0.000000,0.000000,0.909722,0.921480,0.000000,0.000000,0.014281,0.485681,0.485756,0.485711,0.833333,0.833333
5,0.693214,0.693075,0.693075,0.677031,0.709119,0.249964,0.500000,0.500000,0.000000,0.000000,0.934028,0.948704,0.000000,0.000000,0.008023,0.491877,0.492078,0.491993,0.875000,0.863636,0.693081,0.693081,0.677066,0.709097,0.249967,0.500000,0.500000,0.000000,0.000000,0.928819,0.938625,0.000000,0.000000,0.008008,0.491894,0.492089,0.491962,0.875000,0.880000
6,0.693626,0.693138,0.693138,0.674983,0.711294,0.249996,0.500000,0.500000,0.000000,0.000000,0.930556,0.945083,0.000000,0.000000,0.009078,0.490835,0.491009,0.490933,0.875000,0.863636,0.693145,0.693145,0.675015,0.711276,0.249999,0.500000,0.500000,0.000000,0.000000,0.918403,0.928734,0.000000,0.000000,0.009066,0.490851,0.491017,0.490933,0.854167,0.851064
7,0.693327,0.692802,0.692802,0.692813,0.692792,0.249828,0.854167,0.854167,0.904762,0.791667,0.928819,0.944799,0.844444,0.713933,0.353973,0.499833,0.500178,0.500020,0.875000,0.863636,0.692813,0.692813,0.692859,0.692766,0.249833,0.833333,0.833333,0.833333,0.833333,0.925347,0.939470,0.833333,0.666667,0.333146,0.499856,0.500191,0.500016,0.854167,0.851064
8,0.693142,0.692702,0.692702,0.689975,0.695428,0.249777,0.500000,0.500000,0.000000,0.000000,0.930556,0.945529,0.000000,0.000000,0.001364,0.498411,0.498861,0.498614,0.875000,0.869565,0.692713,0.692713,0.690046,0.695380,0.249783,0.500000,0.500000,0.000000,0.000000,0.932292,0.942697,0.000000,0.000000,0.001334,0.498447,0.498885,0.498560,0.875000,0.884615
9,0.694138,0.692944,0.692944,0.680071,0.705818,0.249899,0.500000,0.500000,0.000000,0.000000,0.951389,0.961054,0.000000,0.000000,0.006438,0.493419,0.493705,0.493542,0.895833,0.888889,0.692953,0.692953,0.680119,0.705787,0.249903,0.500000,0.500000,0.000000,0.000000,0.940972,0.951913,0.000000,0.000000,0.006418,0.493444,0.493720,0.493612,0.875000,0.857143
10,0.693517,0.693072,0.693072,0.674832,0.711311,0.249962,0.500000,0.500000,0.000000,0.000000,0.958333,0.967306,0.000000,0.000000,0.009121,0.490758,0.491000,0.490860,0.916667,0.913043,0.693080,0.693080,0.674880,0.711280,0.249966,0.500000,0.500000,0.000000,0.000000,0.947917,0.955475,0.000000,0.000000,0.009101,0.490782,0.491015,0.490915,0.875000,0.857143
