idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,-0.013671875,-0.01953125,0.005859375,0.42857142857142855
1,0,-0.02734375,-0.0546875,0.02734375,1.0
2,0,0.0595703125,0.07421875,0.0146484375,0.2459016393442623
3,0,0.1435546875,0.140625,0.0029296875,0.02040816326530612
4,0,0.0859375,0.09765625,0.01171875,0.13636363636363635
5,0,0.28271484375,0.3359375,0.05322265625,0.18825561312607944
6,0,0.079833984375,0.09765625,0.017822265625,0.22324159021406728
7,0,0.132568359375,0.09765625,0.034912109375,0.26335174953959484
8,0,0.094482421875,0.12890625,0.034423828125,0.3643410852713178
9,0,0.079345703125,0.09765625,0.018310546875,0.23076923076923078
10,0,0.127685546875,0.140625,0.012939453125,0.10133843212237094
11,0,0.11083984375,0.11328125,0.00244140625,0.022026431718061675
12,0,0.1669921875,0.16015625,0.0068359375,0.04093567251461988
13,0,0.137451171875,0.140625,0.003173828125,0.023090586145648313
14,0,0.16845703125,0.171875,0.00341796875,0.020289855072463767
15,0,0.02978515625,0.05078125,0.02099609375,0.7049180327868853
16,0,0.184326171875,0.1875,0.003173828125,0.017218543046357615
17,0,0.149658203125,0.140625,0.009033203125,0.06035889070146819
18,0,0.113037109375,0.09765625,0.015380859375,0.13606911447084233
19,0,0.03466796875,0.0625,0.02783203125,0.8028169014084507
20,0,0.39794921875,0.41015625,0.01220703125,0.03067484662576687
21,0,0.146728515625,0.140625,0.006103515625,0.04159733777038269
22,0,0.0869140625,0.11328125,0.0263671875,0.30337078651685395
23,0,0.041015625,0.109375,0.068359375,1.6666666666666667
24,1,0.303466796875,0.33203125,0.028564453125,0.09412711182622686
25,1,0.171630859375,0.140625,0.031005859375,0.1806543385490754
26,1,0.43798828125,0.47265625,0.03466796875,0.07915273132664437
27,1,0.15625,0.109375,0.046875,0.3
28,1,0.20361328125,0.1484375,0.05517578125,0.2709832134292566
29,1,0.1875,0.12890625,0.05859375,0.3125
30,1,0.0654296875,0.07421875,0.0087890625,0.13432835820895522
31,1,0.139404296875,0.125,0.014404296875,0.10332749562171628
32,1,0.115478515625,0.09765625,0.017822265625,0.1543340380549683
33,1,0.234130859375,0.21484375,0.019287109375,0.08237747653806048
34,1,0.279296875,0.265625,0.013671875,0.04895104895104895
35,1,0.158447265625,0.109375,0.049072265625,0.30970724191063176
36,1,0.3779296875,0.390625,0.0126953125,0.03359173126614987
37,1,0.217529296875,0.19921875,0.018310546875,0.08417508417508418
38,1,0.326171875,0.35546875,0.029296875,0.08982035928143713
39,1,0.256591796875,0.2109375,0.045654296875,0.1779257849666984
40,1,0.156982421875,0.12890625,0.028076171875,0.17884914463452567
41,1,-0.022705078125,-0.00390625,0.018798828125,0.8279569892473119
42,1,0.272216796875,0.24609375,0.026123046875,0.09596412556053811
43,1,0.183349609375,0.17578125,0.007568359375,0.041278295605858856
44,1,0.191650390625,0.16015625,0.031494140625,0.1643312101910828
45,1,0.18896484375,0.16015625,0.02880859375,0.1524547803617571
46,1,0.1630859375,0.1328125,0.0302734375,0.18562874251497005
47,1,0.18212890625,0.17578125,0.00634765625,0.03485254691689008
