layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,0.01171875,0.01171875,0.101806640625,0.101806640625,0.1611328125,14.361638361638361,-3.0825619834473628e-12,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
gap,"(1, 1, 16)",16,0.32177734375,0.32177734375,0.047607421875,0.06613765740060083,0.125,0.1508027507213423,0.9896685829139882,1,auto,auto,
act1,"(16, 16, 16)",4096,0.215423583984375,0.215423583984375,0.000762939453125,0.013520489472570516,0.25,0.03735750915521939,0.99927188715088,1,"ufixed<4,2,RND_CONV,SAT,0>",,
pool1,"(8, 8, 16)",1024,0.32177734375,0.32177734375,0.00067138671875,0.012465492866097192,0.25,0.02698534399470103,0.9996062293137778,1,auto,auto,
pool0,"(16, 16, 8)",2048,0.469329833984375,0.469329833984375,0.000213623046875,0.007107340690946648,0.25,0.009482415303914728,0.9999524169085494,1,auto,auto,
conv1,"(16, 16, 16)",4096,0.6767387390136719,0.6767387390136719,0.0013141632080078125,0.006788370869548144,0.0625,0.007334089346961097,0.999971000795095,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
act0,"(32, 32, 8)",8192,0.36370849609375,0.36370849609375,0.00017547607421875,0.006525193628783897,0.25,0.010402326657151694,0.9999443051678633,1,"ufixed<4,2,RND_CONV,SAT,0>",,
pad_conv1,"(18, 18, 8)",2592,0.37082851080246915,0.37082851080246915,0.00016878858024691357,0.006317636169730354,0.25,0.009482415303914726,0.9999524169085494,1,auto,,
conv0,"(32, 32, 8)",8192,0.8293607266808749,0.8293607266808749,0.0003812149309396773,0.0004940659640922794,0.002317488193511963,0.0004978497740837191,0.9999999112052669,1,auto,auto,"fixed<4,1,TRN,WRAP,0>"
pad_conv0,"(68, 68, 1)",4624,0.8086301670840003,0.8086301670840003,0.00024930095078224627,0.0004472775458810507,0.000972747802734375,0.0005102496080823423,0.9999999041554913,1,auto,,
