epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
1,0.695309,0.694814,0.694814,0.637012,0.752616,0.250832,0.500000,0.500000,0.000000,0.000000,0.602431,0.600930,0.000000,0.000000,0.028869,0.471130,0.471133,0.471127,0.604167,0.688525,0.694817,0.694817,0.637053,0.752580,0.250833,0.500000,0.500000,0.000000,0.000000,0.467014,0.551511,0.000000,0.000000,0.028849,0.471152,0.471150,0.471175,0.604167,0.424242
2,0.694924,0.694723,0.694723,0.638324,0.751122,0.250787,0.500000,0.500000,0.000000,0.000000,0.828993,0.842013,0.000000,0.000000,0.028170,0.471823,0.471837,0.471829,0.770833,0.784314,0.694728,0.694728,0.638374,0.751081,0.250789,0.500000,0.500000,0.000000,0.000000,0.566840,0.665367,0.000000,0.000000,0.028147,0.471849,0.471856,0.471881,0.625000,0.400000
3,0.694639,0.694479,0.694479,0.642348,0.746610,0.250665,0.500000,0.500000,0.000000,0.000000,0.864583,0.887888,0.000000,0.000000,0.026042,0.473944,0.473971,0.473961,0.833333,0.818182,0.694482,0.694482,0.642387,0.746577,0.250666,0.500000,0.500000,0.000000,0.000000,0.725694,0.786857,0.000000,0.000000,0.026025,0.473965,0.473986,0.473985,0.708333,0.666667
4,0.694453,0.694382,0.694382,0.643912,0.744853,0.250617,0.500000,0.500000,0.000000,0.000000,0.902778,0.932080,0.000000,0.000000,0.025215,0.474767,0.474804,0.474798,0.854167,0.829268,0.694385,0.694385,0.643947,0.744823,0.250618,0.500000,0.500000,0.000000,0.000000,0.801215,0.851765,0.000000,0.000000,0.025199,0.474785,0.474818,0.474819,0.770833,0.717949
5,0.694334,0.694079,0.694079,0.649266,0.738892,0.250465,0.500000,0.500000,0.000000,0.000000,0.895833,0.921530,0.000000,0.000000,0.022393,0.477571,0.477643,0.477607,0.895833,0.888889,0.694087,0.694087,0.649318,0.738855,0.250469,0.500000,0.500000,0.000000,0.000000,0.826389,0.877376,0.000000,0.000000,0.022371,0.477598,0.477661,0.477662,0.812500,0.769231
6,0.694081,0.693947,0.693947,0.651887,0.736008,0.250400,0.500000,0.500000,0.000000,0.000000,0.899306,0.925114,0.000000,0.000000,0.021020,0.478938,0.479022,0.478983,0.895833,0.888889,0.693955,0.693955,0.651933,0.735976,0.250403,0.500000,0.500000,0.000000,0.000000,0.862847,0.899441,0.000000,0.000000,0.021000,0.478963,0.479038,0.479033,0.812500,0.769231
7,0.693923,0.693793,0.693793,0.655375,0.732211,0.250323,0.500000,0.500000,0.000000,0.000000,0.901042,0.926998,0.000000,0.000000,0.019201,0.480753,0.480845,0.480802,0.895833,0.888889,0.693800,0.693800,0.655414,0.732186,0.250326,0.500000,0.500000,0.000000,0.000000,0.874132,0.909846,0.000000,0.000000,0.019185,0.480773,0.480857,0.480816,0.854167,0.851064
8,0.693774,0.693673,0.693673,0.658244,0.729102,0.250263,0.500000,0.500000,0.000000,0.000000,0.914931,0.940941,0.000000,0.000000,0.017709,0.482240,0.482342,0.482283,0.916667,0.913043,0.693680,0.693680,0.658278,0.729083,0.250266,0.500000,0.500000,0.000000,0.000000,0.894097,0.925907,0.000000,0.000000,0.017696,0.482258,0.482351,0.482310,0.875000,0.869565
9,0.694047,0.693332,0.693332,0.666406,0.720258,0.250092,0.500000,0.500000,0.000000,0.000000,0.918403,0.945402,0.000000,0.000000,0.013462,0.486449,0.486627,0.486527,0.916667,0.913043,0.693329,0.693329,0.666363,0.720295,0.250091,0.500000,0.500000,0.000000,0.000000,0.942708,0.954081,0.000000,0.000000,0.013482,0.486427,0.486609,0.486505,0.916667,0.913043
10,0.693855,0.693172,0.693172,0.671598,0.714746,0.250013,0.500000,0.500000,0.000000,0.000000,0.918403,0.945402,0.000000,0.000000,0.010788,0.489109,0.489316,0.489196,0.916667,0.913043,0.693170,0.693170,0.671563,0.714777,0.250012,0.500000,0.500000,0.000000,0.000000,0.932292,0.951512,0.000000,0.000000,0.010804,0.489091,0.489301,0.489183,0.916667,0.913043
11,0.693551,0.693182,0.693182,0.670638,0.715727,0.250018,0.500000,0.500000,0.000000,0.000000,0.920139,0.946043,0.000000,0.000000,0.011273,0.488618,0.488837,0.488716,0.916667,0.913043,0.693180,0.693180,0.670596,0.715764,0.250016,0.500000,0.500000,0.000000,0.000000,0.944444,0.957535,0.000000,0.000000,0.011293,0.488596,0.488819,0.488690,0.916667,0.913043
12,0.693292,0.693039,0.693039,0.675497,0.710581,0.249946,0.500000,0.500000,0.000000,0.000000,0.920139,0.946043,0.000000,0.000000,0.008772,0.491097,0.491359,0.491211,0.916667,0.913043,0.693033,0.693033,0.675434,0.710633,0.249943,0.500000,0.500000,0.000000,0.000000,0.946181,0.958286,0.000000,0.000000,0.008801,0.491065,0.491333,0.491177,0.916667,0.913043
13,0.693293,0.692881,0.692881,0.681569,0.704192,0.249867,0.500000,0.500000,0.000000,0.000000,0.923611,0.948802,0.000000,0.000000,0.005658,0.494177,0.494508,0.494319,0.916667,0.913043,0.692872,0.692872,0.681489,0.704256,0.249863,0.500000,0.500000,0.000000,0.000000,0.949653,0.960370,0.000000,0.000000,0.005693,0.494137,0.494476,0.494275,0.916667,0.913043
14,0.693111,0.692844,0.692844,0.681461,0.704228,0.249849,0.500000,0.500000,0.000000,0.000000,0.934028,0.953402,0.000000,0.000000,0.005694,0.494123,0.494490,0.494282,0.916667,0.913043,0.692839,0.692839,0.681381,0.704297,0.249846,0.500000,0.500000,0.000000,0.000000,0.954861,0.964087,0.000000,0.000000,0.005731,0.494082,0.494456,0.494227,0.916667,0.913043
15,0.693379,0.692754,0.692754,0.685554,0.699953,0.249803,0.500000,0.500000,0.000000,0.000000,0.940972,0.956759,0.000000,0.000000,0.003601,0.496189,0.496609,0.496352,0.916667,0.913043,0.692753,0.692753,0.685499,0.700007,0.249803,0.500000,0.500000,0.000000,0.000000,0.949653,0.961703,0.000000,0.000000,0.003628,0.496161,0.496582,0.496330,0.916667,0.913043
16,0.693157,0.692775,0.692775,0.683043,0.702508,0.249814,0.500000,0.500000,0.000000,0.000000,0.942708,0.958743,0.000000,0.000000,0.004868,0.494922,0.495342,0.495113,0.916667,0.909091,0.692771,0.692771,0.682969,0.702574,0.249812,0.500000,0.500000,0.000000,0.000000,0.949653,0.961703,0.000000,0.000000,0.004903,0.494885,0.495309,0.495042,0.916667,0.913043
17,0.693006,0.692614,0.692614,0.694088,0.691140,0.249734,0.500000,0.500000,0.500000,1.000000,0.942708,0.957765,0.666667,0.000000,0.000737,0.500470,0.501005,0.500700,0.916667,0.909091,0.692608,0.692608,0.694008,0.691208,0.249730,0.520833,0.520833,0.510638,1.000000,0.949653,0.962656,0.676056,0.145865,0.020132,0.500430,0.500971,0.500702,0.916667,0.909091
18,0.693551,0.692666,0.692666,0.688168,0.697164,0.249760,0.500000,0.500000,0.000000,0.000000,0.940972,0.957014,0.000000,0.000000,0.002250,0.497504,0.497995,0.497724,0.916667,0.909091,0.692666,0.692666,0.688116,0.697216,0.249759,0.500000,0.500000,0.000000,0.000000,0.951389,0.963687,0.000000,0.000000,0.002276,0.497478,0.497970,0.497734,0.916667,0.909091
19,0.693049,0.692559,0.692559,0.697521,0.687596,0.249706,0.500000,0.500000,0.500000,1.000000,0.942708,0.957165,0.666667,0.000000,0.002483,0.502182,0.502783,0.502441,0.916667,0.909091,0.692548,0.692548,0.697413,0.687683,0.249701,0.500000,0.500000,0.500000,1.000000,0.956597,0.967054,0.666667,0.000000,0.002434,0.502128,0.502739,0.502440,0.916667,0.909091
20,0.693704,0.692546,0.692546,0.697193,0.687900,0.249700,0.500000,0.500000,0.500000,1.000000,0.940972,0.956180,0.666667,0.000000,0.002325,0.502019,0.502631,0.502282,0.916667,0.909091,0.692536,0.692536,0.697086,0.687986,0.249694,0.500000,0.500000,0.500000,1.000000,0.956597,0.967054,0.666667,0.000000,0.002276,0.501965,0.502587,0.502288,0.916667,0.909091
21,0.692753,0.692590,0.692590,0.689833,0.695347,0.249721,0.500000,0.500000,0.000000,0.000000,0.939236,0.955429,0.000000,0.000000,0.001379,0.498340,0.498901,0.498593,0.916667,0.909091,0.692587,0.692587,0.689764,0.695411,0.249720,0.500000,0.500000,0.000000,0.000000,0.953125,0.964437,0.000000,0.000000,0.001412,0.498306,0.498870,0.498609,0.916667,0.909091
