idx,label,keras_logit,hls_logit,abs_err,rel_err
0,0,-0.6912689208984375,-0.5908203125,0.1004486083984375,0.1453104650906121
1,0,-1.700775146484375,-1.6435546875,0.057220458984375,0.033643753027937776
2,0,1.6287994384765625,1.6923828125,0.0635833740234375,0.03903695723453089
3,0,-1.3910980224609375,-1.302734375,0.0883636474609375,0.06352079151447344
4,0,-3.071533203125,-3.021484375,0.050048828125,0.016294412208886416
5,0,-2.639892578125,-2.57421875,0.065673828125,0.024877462313881438
6,0,-2.622222900390625,-2.5537109375,0.068511962890625,0.02612743671806808
7,0,-1.4220733642578125,-1.3583984375,0.0636749267578125,0.04477611940298507
8,0,0.77398681640625,0.888671875,0.11468505859375,0.148174434192887
9,0,1.1767425537109375,1.283203125,0.1064605712890625,0.09047057145450538
10,0,-2.8685455322265625,-2.802734375,0.0658111572265625,0.02294234359789992
11,0,-2.9363250732421875,-2.865234375,0.0710906982421875,0.02421077246862577
12,0,-3.2037200927734375,-3.11328125,0.0904388427734375,0.028229320962664138
13,0,-2.4146728515625,-2.3291015625,0.0855712890625,0.0354380466103837
14,0,-2.10107421875,-2.0263671875,0.07470703125,0.03555658842667906
15,0,-3.5371246337890625,-3.4560546875,0.0810699462890625,0.022919731330535053
16,0,-1.748138427734375,-1.6630859375,0.085052490234375,0.04865317808075694
17,0,-2.203094482421875,-2.1171875,0.085906982421875,0.03899378038813703
18,0,-1.9104461669921875,-1.8232421875,0.0872039794921875,0.045645871105324955
19,0,-3.4488067626953125,-3.3955078125,0.0532989501953125,0.015454316191858278
20,0,-1.7472381591796875,-1.681640625,0.0655975341796875,0.03754355628913516
21,0,-0.3183746337890625,-0.23046875,0.0879058837890625,0.27610831536065183
22,0,-2.661865234375,-2.5888671875,0.072998046875,0.027423644868384847
23,0,-1.7491607666015625,-1.6943359375,0.0548248291015625,0.031343504924410945
24,1,1.642242431640625,1.7138671875,0.071624755859375,0.0436139966179176
25,1,6.5385284423828125,6.6279296875,0.0894012451171875,0.013672991699124172
26,1,9.139602661132812,9.232421875,0.0928192138671875,0.01015571653480207
27,1,2.5914154052734375,2.68359375,0.0921783447265625,0.03557065553403089
28,1,4.181121826171875,4.2626953125,0.081573486328125,0.019509952046245813
29,1,6.5815277099609375,6.6640625,0.0825347900390625,0.012540369603572231
30,1,5.6616668701171875,5.7607421875,0.0990753173828125,0.017499319485881692
31,1,2.8899383544921875,2.9677734375,0.0778350830078125,0.026933129174476624
32,1,4.497100830078125,4.5673828125,0.070281982421875,0.015628286995880866
33,1,5.4399871826171875,5.5224609375,0.0824737548828125,0.015160652426966608
34,1,1.0674896240234375,1.154296875,0.0868072509765625,0.08131905830557898
35,1,4.5271453857421875,4.626953125,0.0998077392578125,0.022046506297798047
36,1,5.3468475341796875,5.447265625,0.1004180908203125,0.01878080311405749
37,1,5.9590301513671875,6.0625,0.1034698486328125,0.017363538361871402
38,1,2.75518798828125,2.8515625,0.09637451171875,0.0349792871225715
39,1,7.5299530029296875,7.6552734375,0.1253204345703125,0.016642923869717902
40,1,10.085540771484375,10.1943359375,0.108795166015625,0.010787241703809273
41,1,6.8173065185546875,6.916015625,0.0987091064453125,0.014479194411554706
42,1,2.63134765625,2.6953125,0.06396484375,0.0243087771386157
43,1,0.8624725341796875,0.9453125,0.0828399658203125,0.09604939582117014
44,1,1.5551300048828125,1.6298828125,0.0747528076171875,0.048068526349872936
45,1,6.6002960205078125,6.6923828125,0.0920867919921875,0.013951918475484156
46,1,5.555450439453125,5.654296875,0.098846435546875,0.017792695052213512
47,1,5.2552337646484375,5.341796875,0.0865631103515625,0.016471790643047324
