layer,shape,n_values_per_sample,mean_abs_keras,mean_abs_qkeras,mae,rmse,max_abs,rel_rmse,cosine_similarity,reuse_factor,result_precision,accum_precision,weight_precision
output_dense,"(1,)",1,2.4775390625,2.4775390625,0.2100830078125,0.2100830078125,0.271240234375,0.08848082764744888,0.9999999999998164,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
gap,"(1, 1, 32)",32,2.2083740234375,2.2083740234375,0.1317138671875,0.15165738351668148,0.2734375,0.05881407240686026,0.9983037274430988,1,auto,auto,
pool4,"(8, 8, 32)",2048,2.2083740234375,2.2083740234375,0.04058837890625,0.1422652575955214,0.5,0.04934842505821673,0.9987844511880607,1,auto,auto,
act4,"(16, 16, 32)",8192,1.712188720703125,1.712188720703125,0.038818359375,0.13921750291034277,0.5,0.05866769393926818,0.9982856027332042,1,"ufixed<6,5,RND_CONV,SAT,0>",,
conv4,"(16, 16, 32)",8192,2.177616596221924,2.177616596221924,0.05112314224243164,0.06998975960408356,0.390625,0.02744995134538611,0.9996255386531655,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool3,"(16, 16, 24)",6144,0.86895751953125,0.86895751953125,0.014933268229166666,0.06107662636334076,0.25,0.04933577488467291,0.9987865122247581,1,auto,auto,
act3,"(32, 32, 24)",24576,0.6296361287434896,0.6296361287434896,0.0131072998046875,0.05722618855784672,0.25,0.0576842239054107,0.9983391800727502,1,"ufixed<6,4,RND_CONV,SAT,0>",,
pad_conv4,"(18, 18, 24)",7776,0.6865837191358025,0.6865837191358025,0.011799125514403291,0.05429033454519178,0.25,0.0493357748846729,0.9987865122247581,1,auto,,
conv3,"(32, 32, 24)",24576,0.9475309451421102,0.9475309451421102,0.01938442389170329,0.026872046145339074,0.171875,0.023235553652804386,0.9997311409331495,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool2,"(32, 32, 24)",24576,0.48436864217122394,0.48436864217122394,0.004739125569661458,0.02433190861797964,0.125,0.03814089715630387,0.9992732199493366,1,auto,auto,
act2,"(64, 64, 24)",98304,0.38612111409505206,0.38612111409505206,0.004275004069010417,0.023113911884732306,0.125,0.04228943921071324,0.9991064060683927,1,"ufixed<6,3,RND_CONV,SAT,0>",,
pad_conv3,"(34, 34, 24)",27744,0.4290601120963091,0.4290601120963091,0.004197979743367935,0.02290061987574555,0.125,0.03814089715630387,0.9992732199493366,1,auto,,
conv2,"(64, 64, 24)",98304,0.4870524654785792,0.4870524654785792,0.005390142401059468,0.008811190702897972,0.08203125,0.014472924482903219,0.9998953594859032,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool1,"(64, 64, 16)",65536,0.3786282539367676,0.3786282539367676,0.0011107921600341797,0.008330529320713282,0.0625,0.013044560581145285,0.999914907479717,1,auto,auto,
pad_conv2,"(66, 66, 16)",69696,0.3560287713785583,0.3560287713785583,0.00104449143422865,0.008078089038267426,0.0625,0.013044560581145285,0.999914907479717,1,auto,,
act1,"(128, 128, 16)",262144,0.3116152882575989,0.3116152882575989,0.0008418560028076172,0.007252208266283145,0.0625,0.012677197550571158,0.9999196120790668,1,"ufixed<6,2,RND_CONV,SAT,0>",,
conv1,"(128, 128, 16)",262144,0.5111685339361429,0.5111685339361429,0.0015027467161417007,0.0038842361831590024,0.04296875,0.005436700352341858,0.999985216948517,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
pool0,"(128, 128, 8)",131072,0.4683319330215454,0.4683319330215454,0.0002186298370361328,0.003696116270310133,0.0625,0.00471799825485504,0.9999888742736656,1,auto,auto,
pad_conv1,"(130, 130, 8)",135200,0.45403256749260357,0.45403256749260357,0.00021195451183431954,0.0036392529430745923,0.0625,0.00471799825485504,0.9999888742736656,1,auto,,
act0,"(256, 256, 8)",524288,0.3796233534812927,0.3796233534812927,0.00017693638801574707,0.003325337093995898,0.0625,0.004833551718978413,0.9999883475352199,1,"ufixed<6,2,RND_CONV,SAT,0>",,
pad_conv0,"(516, 516, 1)",266256,0.8983074584757923,0.8983074584757923,0.000278150568177056,0.00047209380757258593,0.000972747802734375,0.0005111580352788126,0.9999999038617555,1,auto,,
conv0,"(256, 256, 8)",524288,0.5129988358177697,0.5129988358177697,0.00032756149436818927,0.0004314444861561838,0.0026613473892211914,0.0005999366914169596,0.9999998492929245,1,auto,auto,"fixed<6,1,TRN,WRAP,0>"
