idx,label,pytorch_logit,hls_logit,abs_err,rel_err
0,0,-3.224043846130371,-4.946062088012695,1.7220182418823242,0.5341175008984945
1,0,-3.7005865573883057,-5.485909461975098,1.785322904586792,0.48244322268921236
2,0,-4.161770343780518,-5.841691970825195,1.6799216270446777,0.4036555331687646
3,0,-2.1573808193206787,-4.036135673522949,1.8787548542022705,0.8708498923216799
4,0,-2.6252317428588867,-4.236140727996826,1.6109089851379395,0.6136254406948675
5,0,-1.4836920499801636,-3.2274179458618164,1.7437258958816528,1.1752613326363552
6,0,-3.215212345123291,-5.004989147186279,1.7897768020629883,0.5566589730154688
7,0,-0.06998072564601898,-2.1264426708221436,2.0564619451761246,29.386119194851638
8,0,-2.7156431674957275,-4.623677730560303,1.9080345630645752,0.7026087174862885
9,0,-3.8942573070526123,-5.634449005126953,1.7401916980743408,0.4468609957854617
10,0,-0.27022063732147217,-2.2472548484802246,1.9770342111587524,7.316370173484356
11,0,-2.0366082191467285,-3.8176064491271973,1.7809982299804688,0.8744923118922933
12,0,-3.888655424118042,-5.536979675292969,1.6483242511749268,0.4238802545866535
13,0,-0.029076680541038513,-2.1021888256073,2.0731121450662613,71.29810234494592
14,0,-2.9131550788879395,-4.6412858963012695,1.72813081741333,0.593216210814641
15,0,-1.499026894569397,-3.4226858615875244,1.9236589670181274,1.2832718171949198
16,0,-1.7037020921707153,-3.720780372619629,2.0170782804489136,1.1839383714549063
17,0,-3.2734415531158447,-5.053177356719971,1.779735803604126,0.5436895007060913
18,0,-3.3548738956451416,-5.224418640136719,1.8695447444915771,0.557262300356021
19,0,-2.378345251083374,-4.257516384124756,1.8791711330413818,0.7901170497367401
20,0,-1.0739620923995972,-3.056628465652466,1.9826663732528687,1.8461232358983142
21,0,-2.4119415283203125,-4.314803123474121,1.9028615951538086,0.7889335511706913
22,0,-4.910600662231445,-6.485539436340332,1.5749387741088867,0.3207222257395316
23,0,-1.0782688856124878,-2.9415273666381836,1.8632584810256958,1.7280091319405098
24,1,3.8666694164276123,1.9757286310195923,1.89094078540802,0.48903606224372975
25,1,3.5311813354492188,1.6910488605499268,1.840132474899292,0.521109594805105
26,1,6.1756439208984375,4.473377227783203,1.7022666931152344,0.2756419759492201
27,1,1.910878300666809,-0.172260582447052,2.083138883113861,1.0901473329761193
28,1,3.6811349391937256,1.664299488067627,2.0168354511260986,0.5478841402015661
29,1,5.82980489730835,3.8130550384521484,2.016749858856201,0.34593779626953636
30,1,4.634688377380371,2.604393720626831,2.03029465675354,0.4380649768520376
31,1,5.1116943359375,3.1360156536102295,1.9756786823272705,0.3865017257462687
32,1,4.822103977203369,2.8824758529663086,1.9396281242370605,0.4022368935648643
33,1,5.880146026611328,3.827075719833374,2.053070306777954,0.349152945774906
34,1,8.069655418395996,5.875725746154785,2.193929672241211,0.2718740216886854
35,1,0.8991652727127075,-0.9446781873703003,1.8438434600830078,2.0506168510270464
36,1,2.8050119876861572,0.2738736867904663,2.531138300895691,0.9023627392707211
37,1,-0.35028064250946045,-2.5128116607666016,2.162531018257141,6.173709751028377
38,1,3.835543394088745,1.762116551399231,2.073426842689514,0.5405822929509894
39,1,5.672516822814941,3.6071791648864746,2.065337657928467,0.36409546634073436
40,1,0.23302902281284332,-1.7399851083755493,1.9730141311883926,8.466817168834003
41,1,2.630345106124878,0.5980199575424194,2.0323251485824585,0.7726458189269907
42,1,1.3352593183517456,-0.69795823097229,2.0332175493240356,1.5227136192794783
43,1,2.4161689281463623,0.3185211420059204,2.097647786140442,0.8681709965328113
44,1,2.033583164215088,-0.025189995765686035,2.058773159980774,1.0123870005461069
45,1,2.99334979057312,1.1904577016830444,1.8028920888900757,0.6022991681653369
46,1,4.4481048583984375,2.675882577896118,1.7722222805023193,0.3984218755896004
47,1,6.003019332885742,4.286838054656982,1.7161812782287598,0.28588634869575963
