sample_index,sample_id,class_label,class_name,app_name,ro_count,bitstream_path,input_path,input_sha256,input_bytes
0,it1_B003,0,benign,user_interrupts,0,config_003/vfpga_c003_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0000.bin,15c7c879504390ddaf33f09132e1841d97a8106e9ca2201c00ad547271503061,524288
1,it1_B008,0,benign,hello_world_nodbg,0,config_008/vfpga_c008_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0001.bin,2cb939cb8d496d1bb6d06f2b0da661ed2e4341796b2473d8291adaff4377990d,524288
2,it1_B011,0,benign,user_interrupts_nodbg,0,config_011/vfpga_c011_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0002.bin,5155b44fc810c7b6e4987c52b7ed57574de7735a11bd95cf3ab8ed77b382edb6,524288
3,it1_B013,0,benign,multithreading_aes_nodbg,0,config_013/vfpga_c013_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0003.bin,009d3f3510d1cdf3f1c3d6c6b31ffdf6b37abae28e94b818bf6a5877a845038f,524288
4,it1_B019,0,benign,perf_fpga,0,config_019/vfpga_c019_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0004.bin,c2b5c7589f1f5f72e63fe6f2f8dd9abbda9d8a41392573d0578c52f4eb239d58,524288
5,it1_B029,0,benign,euclidean_nodbg,0,config_029/vfpga_c029_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0005.bin,fccb4d82c4e6216d4d9743f136ee3da82035a463771a7fd562a8cff862fa3727,524288
6,it1_B030,0,benign,hello_world,0,config_030/vfpga_c030_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0006.bin,fcff80c469a652f590a81a73cc28956f8b5993b18e1d5eefecdb873e788e3fe9,524288
7,it1_B035,0,benign,multithreading_aes,0,config_035/vfpga_c035_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0007.bin,a76c3aabbf537fc2921dccf899277b2ed2c2b4bbcf38564685d2ced79c0b4b64,524288
8,it1_B044,0,benign,euclidean_nodbg,0,config_044/vfpga_c044_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0008.bin,dca305bdad8ec7958892f515655efd05c014ace0f468d77bfcacd9ce9c928c1c,524288
9,it1_B053,0,benign,hello_world_nodbg,0,config_053/vfpga_c053_0.bin,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts/cnn_small_hls_opt_img512/notebook_pruned_qat/pruned_qat_w6_a6_s50_pruneend200_kfold5_db9a98479fa8/hls_sweeps/rf1_hls_578358bbe266/fold_0/u55c_deployment/prepared_inputs/sample_0009.bin,c30514b6ec4d8bfa69141c52efc56a3085685f4774d920fc1a29785273ba7d53,524288
